Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,BSH,BSD,BSA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,HPTS,APTS,HPL,APL,FOH,FOD,FOA
E1,25/09/10,Reading,Barnsley,3,0,H,0,0,D,P Miller,21,10,14,5,16,17,22,2,4,3,1,0,1.73,3.6,4.75,1.7,3.45,4.25,1.72,3.5,4.5,1.7,3.3,4,1.8,3.5,4.5,1.7,3.4,4.5,1.8,3.5,4.5,1.73,3.6,4.33,1.75,3.75,4.75,1.75,3.4,5,32,1.78,1.73,3.82,3.52,5,4.64,29,1.91,1.81,2.06,1.93,14,0,1.3,1.28,3.5,3.36,9,11,7,7,2.22,3.73,3.55
E1,25/09/10,Scunthorpe,Ipswich,1,1,D,1,0,H,M Haywood,17,12,11,6,5,4,12,9,1,0,0,0,3.1,3.25,2.3,2.75,3.1,2.35,2.7,3.25,2.45,2.6,3.1,2.3,2.8,3.3,2.5,2.6,3.25,2.45,3,3.2,2.4,3,3.2,2.3,3,3.3,2.38,2.88,3.25,2.4,32,3.12,2.86,3.4,3.23,2.5,2.39,28,2.05,1.99,1.87,1.76,21,0,2.21,2.06,1.8,1.72,9,14,7,7,2.64,2.93,3.57
E1,25/09/10,Watford,Middlesbrough,3,1,H,3,0,H,F Graham,7,12,4,7,16,10,4,4,2,0,0,0,2.4,3.3,2.88,2.3,3,2.9,2.4,3.25,2.75,2.2,3.1,2.8,2.38,3.3,2.88,2.3,3.3,2.75,2.4,3.2,3,2.38,3.2,2.88,2.38,3.3,3,2.4,3.3,2.88,32,2.45,2.38,3.42,3.24,3.19,2.89,29,2.02,1.94,1.9,1.8,19,0,1.75,1.7,2.25,2.09,12,10,7,7,2.28,3.61,3.51
E1,28/09/10,Burnley,Hull,4,0,H,2,0,H,A Bates,17,8,9,5,7,5,6,2,0,1,0,0,1.8,3.5,4.5,1.8,3.3,4,1.85,3.4,4,1.85,3.2,3.5,1.83,3.4,4.33,1.75,3.4,4.2,1.83,3.5,4.33,1.83,3.5,4,1.83,3.6,4.6,1.8,3.4,4.5,33,1.87,1.82,3.67,3.42,4.88,4.33,31,2.06,1.98,1.86,1.78,15,-0.5,1.85,1.82,2.12,2.03,12,11,8,8,2.40,3.38,3.48
E1,28/09/10,Cardiff,Crystal Palace,0,0,D,0,0,D,S Tanner,12,11,6,7,16,10,3,5,2,1,0,0,1.53,3.8,6.5,1.5,3.6,6,1.53,3.6,6.5,1.55,3.5,4.9,1.53,3.75,6.5,1.5,3.6,6.5,1.57,3.6,6.5,1.53,3.75,6,1.53,4,7,1.53,3.6,7,33,1.57,1.53,4.15,3.75,7.1,6.5,29,1.82,1.75,2.14,2.01,15,-1,1.96,1.92,1.99,1.94,16,7,8,8,1.60,5.85,4.94
E1,28/09/10,Coventry,Doncaster,2,1,H,1,1,D,A Penn,13,19,7,12,8,10,5,14,1,1,0,0,2.5,3.25,2.8,2.25,3.2,2.8,2.45,3.25,2.7,2.3,3.1,2.65,2.38,3.2,3,2.35,3.2,2.75,2.5,3.2,2.88,2.38,3.25,2.88,2.5,3.25,3,2.38,3.25,2.9,31,2.57,2.42,3.4,3.23,3,2.85,30,2.14,2.07,1.79,1.72,26,0,1.85,1.75,2.1,2.05,11,12,8,8,2.40,3.38,3.48
E1,28/09/10,Derby,Middlesbrough,3,1,H,1,1,D,C Pawson,19,13,11,5,13,14,12,7,1,4,0,0,2.38,3.25,3,2.2,3.1,3,2.3,3.25,2.9,2.4,3.1,2.5,2.25,3.3,3.2,2.3,3.2,2.8,2.38,3.25,3,2.3,3.25,3,2.5,3.2,3.1,2.4,3.25,2.88,33,2.48,2.35,3.35,3.23,3.16,2.96,31,2.09,2,1.84,1.77,21,0,1.76,1.69,2.2,2.11,8,10,8,8,2.09,4.01,3.66
E1,28/09/10,Leeds,Preston,4,6,A,4,2,H,N Miller,16,12,10,8,8,14,8,14,0,1,0,0,1.73,3.5,5,1.7,3.4,4.4,1.75,3.5,4.33,1.7,3.35,4,1.73,3.5,5,1.75,3.4,4.2,1.75,3.5,4.75,1.73,3.5,4.5,1.8,3.5,5,1.75,3.4,4.75,33,1.82,1.75,3.64,3.44,5,4.67,31,1.91,1.86,2.03,1.89,14,-0.75,2.06,2.02,1.89,1.85,14,6,8,8,2.09,4.01,3.66
E1,28/09/10,Norwich,Leicester,4,3,H,1,1,D,P Walton,18,11,10,7,10,5,4,4,4,0,0,1,2.2,3.25,3.3,2.05,3.3,3.1,2.15,3.2,3.25,1.9,3.2,3.4,2.1,3.3,3.5,2.05,3.25,3.25,2.15,3.2,3.5,2.1,3.2,3.4,2.3,3.4,3.3,2.1,3.3,3.4,33,2.35,2.17,3.43,3.25,3.55,3.28,31,2.01,1.91,1.92,1.84,16,0,1.69,1.55,2.6,2.37,13,5,8,8,1.90,4.54,3.95
E1,28/09/10,Nott'm Forest,Sheffield United,1,1,D,0,1,A,M Russell,7,5,4,3,10,8,4,3,1,2,0,0,1.91,3.6,3.8,1.9,3,4,1.9,3.4,3.75,1.9,3.2,3.4,1.83,3.5,4.33,1.85,3.25,4,1.91,3.3,4.2,1.91,3.4,3.75,1.85,3.6,4.4,1.83,3.4,4.33,32,1.91,1.88,3.63,3.37,4.58,4.11,23,2.3,2.2,1.63,1.61,15,-0.5,1.93,1.89,2.05,1.96,11,10,8,8,2.03,4.17,3.74
E1,28/09/10,Portsmouth,Bristol City,3,1,H,0,0,D,G Horwood,15,9,8,8,8,10,9,6,2,0,0,0,1.95,3.4,3.8,1.95,3.15,3.55,1.9,3.3,3.8,2,3.2,3.1,1.91,3.4,4,1.9,3.25,3.75,1.91,3.4,4,1.91,3.25,4,1.95,3.5,4.2,1.91,3.3,4,32,2,1.94,3.55,3.34,4.1,3.83,31,2.05,1.95,1.96,1.81,15,-0.5,2,1.94,1.96,1.9,5,6,8,8,2.22,3.73,3.55
E1,28/09/10,QPR,Millwall,0,0,D,0,0,D,L Probert,14,6,6,4,14,19,9,6,1,1,0,0,1.62,3.75,5.5,1.55,3.6,5.25,1.6,3.6,5.5,1.55,3.5,4.9,1.57,3.75,6,1.55,3.5,6,1.62,3.6,6,1.57,3.75,5.5,1.67,3.8,5.5,1.6,3.6,6,32,1.69,1.61,3.85,3.62,6,5.61,31,1.93,1.86,2,1.9,13,-0.75,1.91,1.88,2.03,2,22,11,8,8,1.54,6.22,5.28
E1,28/09/10,Reading,Ipswich,1,0,H,0,0,D,P Crossley,9,10,6,5,12,15,6,5,2,3,1,1,2.2,3.3,3.25,2.15,3.1,3.1,2.15,3.25,3.2,2.2,3.1,2.8,2.25,3.3,3.2,2.1
